customer_id,trans_date,tran_amount,response
CS1719,1-Mar-12,49,0
CS3932,23-Sep-12,94,0
CS5415,30-May-11,45,0
CS1846,26-May-14,49,0
CS5073,15-Apr-14,37,0
CS2291,13-Mar-15,101,0
CS3156,26-May-12,48,0
CS3758,31-Jan-13,92,0
CS2903,23-Jul-12,62,1
CS1769,6-May-14,53,0
CS5062,13-Jun-12,47,0
CS2009,15-Mar-14,40,0
CS1681,27-May-11,96,0
CS4468,6-Jun-12,83,0
CS3117,12-Jan-13,39,0
CS4756,29-Oct-13,66,0
CS2822,6-Dec-14,94,0
CS4721,13-Nov-14,38,0
CS5020,2-Jun-12,87,0
CS4634,18-Jun-13,44,0
CS5774,22-Apr-13,98,0
CS4340,4-Apr-14,83,1
CS5451,23-Aug-13,94,0
CS1895,30-Oct-12,75,1
CS3983,8-Jun-12,82,0
CS3400,13-Sep-14,96,0
CS5066,20-Dec-13,39,0
CS4382,21-May-12,90,0
CS2277,27-Dec-12,82,0
CS1686,11-Mar-14,103,0
CS3583,18-Sep-13,42,0
CS4779,13-Dec-12,37,1
CS5132,25-Feb-13,57,0
CS3946,25-Nov-14,40,0
CS2500,30-Aug-14,72,0
CS4152,25-Jul-12,75,0
CS2179,10-Mar-13,78,0
CS5741,20-Jul-13,89,0
CS2536,3-Aug-14,87,0
CS4968,26-Dec-12,72,0
CS4893,15-Dec-14,82,0
CS4259,13-Jul-12,51,0
CS1853,21-May-14,38,0
CS3109,20-Feb-12,79,1
CS2430,26-Sep-11,72,0
CS1587,25-Oct-11,87,0
CS2346,17-Nov-13,59,0
CS1723,10-Feb-14,39,0
CS4258,2-Dec-14,56,0
CS4689,8-Oct-13,39,0
CS4200,26-Sep-11,94,0
CS2643,6-Jul-13,77,0
CS3826,15-Mar-12,63,0
CS4822,26-May-11,54,0
CS1885,20-Oct-11,97,0
CS4723,14-Nov-11,39,0
CS2341,10-Jan-13,91,1
CS3910,21-Sep-12,47,0
CS3815,7-Jan-13,78,0
CS1117,4-Feb-14,56,0
CS1937,3-Feb-13,45,0
CS2839,14-Oct-11,77,0
CS2879,28-Apr-14,78,0
CS1151,16-Aug-14,60,0
CS2545,3-Sep-11,100,0
CS5248,26-Jan-14,45,0
CS4953,7-Aug-13,38,0
CS5211,8-Sep-13,100,0
CS2113,28-Jan-13,58,1
CS3568,22-May-13,37,0
CS5251,5-Apr-12,98,0
CS3000,1-Oct-13,80,0
CS5621,6-Jun-13,52,1
CS1240,1-Dec-12,66,0
CS5423,27-Jan-14,59,0
CS4640,4-Dec-13,74,0
CS3296,28-Dec-12,42,0
CS4177,27-Dec-12,63,0
CS4404,22-Oct-14,60,0
CS2406,29-Aug-13,87,0
CS2047,1-May-14,63,0
CS3368,1-Sep-13,98,1
CS4118,7-Sep-11,51,0
CS1933,22-Oct-14,69,0
CS3821,2-May-14,105,0
CS3832,17-Nov-14,36,0
CS3661,13-Feb-12,68,0
CS3191,26-Nov-14,60,0
CS1727,12-Sep-11,38,0
CS1908,2-May-12,43,0
CS3597,16-Jun-12,76,1
CS4907,17-Apr-14,92,0
CS5537,17-Oct-12,84,0
CS2839,31-Aug-14,87,0
CS1146,3-Sep-12,39,0
CS3811,22-Nov-11,90,1
CS5986,18-Aug-14,47,0
CS2540,28-Jun-14,67,0
CS2182,16-Aug-12,61,1
CS3705,7-Dec-14,88,0
CS3335,14-Mar-15,55,0
CS1653,10-Jan-13,97,1
CS2250,28-Aug-13,104,0
CS1882,23-Jul-14,103,0
CS5377,30-Apr-14,94,0
CS1880,28-Dec-11,98,0
CS2309,20-Apr-13,80,0
CS1659,30-May-12,65,0
CS4190,27-Jul-11,72,0
CS5141,29-Apr-13,48,1
CS1177,15-Oct-11,48,0
CS1584,14-Apr-12,88,0
CS1461,26-Jul-13,48,0
CS4187,30-Jul-13,88,0
CS4238,20-Jan-15,35,0
CS2568,28-Jun-13,62,0
CS3753,22-Jul-12,92,0
CS3551,27-Apr-12,73,0
CS3708,29-Jun-14,43,0
CS5633,7-Aug-13,105,0
CS3459,11-Jun-12,74,0
CS5580,19-Apr-13,36,0
CS4804,22-Jul-12,92,0
CS2135,24-Jan-12,78,0
CS2433,15-Jul-12,47,0
CS4170,22-Feb-13,50,0
CS2329,2-Dec-14,38,0
CS5085,24-Nov-11,100,0
CS3513,23-Oct-12,53,0
CS5721,2-Nov-11,39,0
CS1628,12-Jun-11,100,0
CS2958,16-Oct-11,40,0
CS2913,15-Dec-13,50,1
CS2255,24-Nov-13,83,0
CS5731,7-May-14,95,0
CS3902,5-Oct-14,45,0
CS4122,7-Dec-12,39,0
CS3668,22-Nov-11,71,0
CS6009,23-Oct-11,38,1
CS4315,31-Aug-12,38,0
CS5461,30-May-11,43,1
CS1418,31-Jul-12,35,0
CS5130,11-Nov-12,104,0
CS4472,12-Sep-14,77,1
CS3531,28-Feb-12,59,0
CS4134,25-Dec-12,63,0
CS1126,30-Apr-14,72,0
CS6076,8-Jun-12,62,0
CS4648,23-Jun-14,69,0
CS3140,7-May-12,103,0
CS3002,10-Apr-13,47,0
CS2521,7-Jun-11,89,0
CS1630,2-Jun-13,60,0
CS4394,2-Jun-12,64,0
CS2771,29-Jul-11,35,0
CS4814,28-Sep-14,74,0
CS4546,26-Apr-13,41,0
CS3792,2-Mar-14,89,0
CS3812,2-Jan-12,56,1
CS4189,3-Oct-12,46,0
CS3986,28-Aug-11,97,0
CS2854,2-Apr-14,69,1
CS5808,20-Jun-14,88,1
CS3919,25-Aug-12,81,0
CS3490,8-Jan-13,72,0
CS4000,20-Jul-13,99,0
CS5977,9-Aug-11,100,0
CS5161,13-Apr-14,95,1
CS4195,22-Sep-12,98,0
CS4585,2-Apr-13,71,0
CS1668,24-Jun-12,86,0
CS4602,19-Feb-15,48,0
CS1814,9-May-14,48,0
CS2793,14-Feb-14,85,0
CS4240,31-Aug-11,99,1
CS3407,12-Sep-13,75,0
CS1877,6-Aug-11,82,0
CS5745,28-May-13,44,0
CS4895,24-Jun-13,105,0
CS1915,8-Aug-14,86,0
CS4287,12-Sep-12,78,0
CS1916,30-Dec-12,67,0
CS6094,21-Sep-11,91,0
CS3817,16-May-11,40,0
CS4030,12-Jan-15,100,0
CS1462,22-Feb-13,83,1
CS6047,30-May-12,38,0
CS4668,1-Nov-14,87,0
CS4522,14-Dec-13,40,0
CS4836,12-Jun-13,79,0
CS1393,14-Aug-14,81,1
CS5518,28-Oct-14,99,0
CS3393,17-Mar-13,65,0
CS3431,21-Oct-14,101,0
CS1943,11-Oct-13,95,0
CS3234,19-Oct-14,58,1
CS4914,6-Sep-13,38,1
CS2793,17-Feb-13,56,0
CS1733,16-Dec-11,103,0
CS4349,8-Jul-14,93,0
CS5087,21-May-12,39,0
CS2485,28-Mar-14,105,1
CS4511,8-Jul-13,95,0
CS4413,11-Aug-13,57,0
CS3741,18-May-14,82,0
CS4284,3-Oct-14,37,0
CS2794,11-Nov-14,39,0
CS4476,8-Nov-11,44,0
CS4924,13-Jul-12,62,1
CS4748,7-Oct-13,83,1
CS4437,22-Jan-15,54,0
CS3219,12-Jan-15,64,0
CS3170,14-Jul-13,72,0
CS1136,21-Mar-14,68,0
CS3706,15-Dec-12,37,0
CS5135,28-Jan-12,92,0
CS5503,3-Aug-12,78,1
CS1302,2-Apr-14,83,0
CS3204,2-May-13,52,0
CS5010,11-Dec-14,54,0
CS4245,29-Jul-12,42,0
CS2599,4-Jan-15,46,0
CS3600,23-Apr-14,62,0
CS3571,18-Oct-11,75,0
CS4355,18-Dec-12,94,0
CS2692,8-Oct-11,53,0
CS1475,4-Jun-11,105,0
CS3795,3-Jan-15,50,0
CS4299,19-Jan-12,43,0
CS3305,30-Jun-11,49,0
CS2518,24-Mar-14,41,0
CS5120,23-Nov-11,56,0
CS1686,19-Feb-14,86,0
CS4610,21-Oct-11,38,0
CS2975,9-Dec-13,58,0
CS4013,30-Jul-13,43,0
CS5401,9-Jun-14,71,0
CS3350,23-Feb-12,80,0
CS5538,7-May-12,60,0
CS4711,23-Feb-12,99,0
CS3080,3-Mar-15,35,0
CS6041,4-Apr-13,90,0
CS4401,30-Sep-11,43,0
CS4414,16-Apr-13,35,0
CS4819,10-Sep-12,85,1
CS2479,1-May-12,68,0
CS4891,10-Nov-13,81,0
CS5249,20-Jan-12,91,0
CS5355,4-Apr-13,96,0
CS2100,12-Oct-13,88,0
CS2614,25-Sep-14,54,0
CS2679,27-Sep-14,53,0
CS4383,20-Feb-12,75,0
CS1774,15-Aug-12,41,0
CS2430,12-Sep-12,83,0
CS3138,15-Aug-13,74,0
CS5817,6-Dec-13,62,0
CS4733,1-Mar-14,53,0
CS2571,24-Sep-13,52,0
CS1856,16-Dec-12,41,0
CS1531,18-Apr-13,53,0
CS5306,4-Jul-11,69,0
CS5496,6-Sep-11,39,0
CS2398,8-Feb-14,85,0
CS2136,3-Jul-12,94,0
CS2018,28-Jun-12,79,0
CS1217,19-Mar-12,57,0
CS2217,11-Apr-13,67,0
CS5328,1-Sep-12,103,0
CS5288,19-Jun-14,39,0
CS1782,13-May-13,81,0
CS2601,3-Jan-12,94,1
CS4212,30-Sep-12,46,0
CS4914,30-Jul-14,85,1
CS2915,17-Aug-12,92,0
CS5989,15-Apr-13,47,0
CS6108,12-Apr-12,47,0
CS1382,12-Mar-15,65,0
CS2023,21-May-13,104,0
CS5422,23-Nov-13,90,0
CS4607,19-Dec-11,49,0
CS4310,20-Apr-12,65,0
CS2872,15-Mar-15,82,0
CS3606,28-Jun-11,88,0
CS5481,9-Jun-12,83,0
CS1619,12-Sep-12,40,1
CS4852,18-Jul-11,66,0
CS5805,17-Sep-11,58,0
CS5690,6-Oct-11,58,0
CS4867,22-Mar-13,88,0
CS2139,2-Feb-15,74,0
CS1316,27-Oct-13,81,0
CS3657,25-Jul-14,61,0
CS5505,17-Feb-15,68,0
CS6012,5-May-12,67,0
CS4391,8-Jul-11,91,1
CS2634,26-Oct-14,74,0
CS3101,30-Aug-12,68,0
CS4703,12-Jun-13,86,0
CS5491,16-Dec-11,55,1
CS1840,8-Jan-12,41,0
CS5751,16-Oct-14,88,0
CS1539,22-Jun-14,39,1
CS2181,31-Aug-11,79,0
CS2330,4-Aug-12,64,0
CS1992,21-Dec-14,71,1
CS5560,23-Jan-12,93,0
CS2873,11-Jan-12,87,0
CS4885,21-Oct-13,101,1
CS2484,26-Oct-12,79,0
CS2546,8-Feb-15,84,0
CS3315,6-Jul-13,70,0
CS4182,24-Jan-13,48,0
CS5138,15-May-12,84,0
CS3423,19-Dec-13,65,0
CS3526,24-Jul-13,62,0
CS3528,6-Sep-14,52,0
CS1930,3-Nov-13,74,0
CS2296,26-Jul-13,95,0
CS1643,10-Sep-12,96,0
CS6090,7-Nov-14,54,0
CS1629,23-Oct-11,43,0
CS2895,20-May-12,49,0
CS1810,19-Jan-12,44,0
CS3648,21-Mar-14,49,0
CS1835,30-Dec-14,100,0
CS5875,1-Jan-14,49,0
CS4121,23-Apr-14,90,0
CS4309,10-Jan-13,38,0
CS3410,21-Sep-14,52,0
CS3704,1-Jul-12,51,1
CS1729,21-Mar-12,43,0
CS5187,17-Oct-11,80,0
CS5142,24-Sep-12,77,0
CS1508,24-May-14,101,0
CS5097,8-Jan-15,88,0
CS4292,3-Jul-14,84,0
CS5929,15-Nov-12,72,0
CS2095,16-May-11,84,0
CS2527,12-May-12,80,0
CS3452,21-Mar-12,101,0
CS5527,9-Jan-13,93,0
CS4012,11-Nov-11,40,0
CS3441,25-Aug-14,89,0
CS3428,15-Jan-12,55,0
CS5273,19-Apr-14,89,1
CS2262,11-Feb-14,104,0
CS3368,8-Aug-13,61,1
CS3071,24-Mar-14,68,0
CS5728,1-Jun-11,91,0
CS5551,19-Mar-14,36,0
CS5483,10-Feb-12,35,0
CS5395,23-Oct-13,44,1
CS5219,28-Jul-14,92,0
CS4003,20-Jul-13,85,0
CS1770,31-Jul-14,89,0
CS1581,1-Dec-13,88,0
CS5416,31-Jul-12,83,0
CS3127,12-Jan-15,60,0
CS1524,4-Mar-14,82,0
CS3417,15-Sep-11,64,0
CS3024,28-Jan-13,87,0
CS2094,22-Mar-13,98,0
CS5347,14-Mar-12,87,0
CS4099,18-Jun-11,46,0
CS6063,26-Feb-12,81,0
CS4020,27-Jan-13,104,0
CS2207,1-Nov-12,97,0
CS1370,8-Dec-13,74,1
CS1930,12-Aug-12,39,0
CS2808,22-Mar-14,70,1
CS4392,13-Oct-12,62,0
CS2217,17-Apr-14,73,0
CS3243,2-Feb-12,56,0
CS5230,24-Jan-14,84,0
CS1362,6-Mar-13,57,0
CS5206,9-Jan-14,98,0
CS5090,27-Jan-15,102,0
CS1990,7-Oct-11,52,0
CS2897,16-May-11,64,0
CS1608,26-Jan-15,51,0
CS4871,27-May-12,43,0
CS5761,24-Feb-15,85,0
CS4854,28-Sep-14,42,0
CS2018,19-Jan-13,72,0
CS2384,23-Sep-14,40,0
CS4917,14-Sep-14,73,0
CS4220,23-Nov-13,55,0
CS4963,14-Jan-13,53,0
CS3447,8-Nov-11,69,0
CS4807,10-Dec-11,55,0
CS4544,25-Jul-13,94,0
CS5606,18-Aug-11,81,0
CS3325,2-Nov-12,36,0
CS2845,25-May-11,62,0
CS3493,7-Oct-13,75,0
CS4063,3-Jun-12,60,0
CS4970,27-Feb-12,63,0
CS4291,20-May-14,104,0
CS2751,27-Jan-15,44,0
CS2111,31-Mar-13,57,0
CS2877,21-Sep-12,42,0
CS5224,24-Mar-14,93,0
CS4614,7-Aug-12,103,0
CS2193,14-Jun-13,38,0
CS4562,13-Jul-14,55,0
CS2246,25-Jan-14,67,0
CS2162,18-May-13,58,0
CS2989,23-Jan-14,92,0
CS4972,5-Jan-12,92,0
CS3722,19-Aug-12,101,0
CS5719,10-Aug-14,78,1
CS1629,12-Jul-13,35,0
CS1694,19-Apr-13,35,0
CS4506,3-Jun-14,68,1
CS5478,14-Sep-13,60,0
CS5355,19-Apr-12,71,0
CS4613,12-Aug-12,62,1
CS3116,20-Jan-12,100,1
CS2811,2-Apr-14,54,0
CS3721,17-Jan-14,42,0
CS3325,9-Feb-12,48,0
CS3730,15-Feb-15,61,1
CS2012,19-Jan-13,96,0
CS1959,23-Jan-13,92,1
CS6077,15-Mar-13,39,0
CS3385,17-Apr-12,37,0
CS2073,21-Apr-14,85,0
CS2032,26-Dec-13,76,0
CS2726,7-Dec-12,92,0
CS5571,29-Jul-13,41,0
CS5897,31-Dec-12,36,0
CS4425,2-Nov-11,48,0
CS4487,23-Jul-14,68,0
CS5893,20-May-13,88,0
CS5882,9-Nov-13,50,1
CS1328,20-Jun-12,61,0
CS1558,13-Sep-14,99,0
CS3253,21-Feb-12,40,0
CS4813,8-Aug-13,85,0
CS1287,5-Sep-12,85,0
CS2566,14-Aug-12,61,0
CS1131,24-Aug-11,86,0
CS1711,24-Jan-13,90,0
CS5709,17-Feb-15,38,0
CS1177,2-Jul-13,81,0
CS5532,17-Mar-14,57,0
CS3502,6-Mar-14,83,0
CS3794,26-Dec-12,97,0
CS2348,26-Jun-11,75,0
CS4600,24-Jan-14,70,0
CS4526,27-Nov-14,49,0
CS6100,28-Nov-12,96,0
CS2519,9-Jun-11,72,0
CS3267,14-Apr-13,40,0
CS3481,1-Oct-11,40,0
CS4940,27-May-13,44,0
CS1546,16-Jul-12,87,0
CS4591,6-Jan-12,45,0
CS1685,27-Aug-13,88,0
CS5590,27-Apr-13,35,0
CS2018,26-Sep-12,67,0
CS5367,7-Jan-12,101,1
CS6100,23-Oct-11,91,0
CS1760,2-Jan-15,105,1
CS5588,20-Apr-13,98,0
CS2437,15-Sep-13,63,0
CS3758,18-Apr-12,102,0
CS1371,27-Jun-14,90,0
CS1640,13-Feb-14,47,0
CS2311,5-Aug-13,55,1
CS3409,15-Oct-13,62,1
CS5048,16-Jun-11,79,0
CS5364,18-Feb-12,97,0
CS3752,20-Oct-12,74,0
CS1903,27-Sep-11,90,0
CS3569,29-Jun-14,96,0
CS1843,18-Feb-14,66,0
CS5761,11-Mar-15,91,0
CS4523,2-May-14,58,0
CS1752,31-Dec-11,49,0
CS2555,3-Sep-13,35,0
CS6015,9-Apr-14,56,0
CS5761,25-Dec-11,67,0
CS3859,8-Dec-11,102,1
CS5125,10-Oct-14,55,0
CS2615,20-Feb-15,53,0
CS2429,18-Sep-14,52,0
CS3840,26-Jul-11,99,0
CS5386,2-May-13,40,1
CS5022,24-Jul-13,74,0
CS2627,10-Sep-12,53,0
CS4881,10-Mar-15,60,0
CS3262,3-May-12,101,0
CS4056,7-Dec-14,99,0
CS3138,24-Sep-13,77,0
CS1801,9-Jan-13,37,0
CS1142,16-Aug-13,82,1
CS2085,17-Jun-13,37,1
CS5895,9-Jan-15,89,0
CS2431,8-Nov-14,104,0
CS1676,1-Dec-13,77,1
CS4291,7-Feb-14,43,0
CS2916,10-Nov-13,70,1
CS5774,23-Feb-13,76,0
CS1619,9-Feb-13,63,1
CS1704,1-Feb-12,78,0
CS3205,14-Jun-13,38,0
CS3856,1-Sep-11,62,0
CS5323,20-Aug-12,105,0
CS2952,19-Mar-13,65,1
CS1618,6-Sep-11,80,0
CS3741,28-Mar-13,39,0
CS4453,24-Sep-14,86,0
CS5122,29-Aug-11,49,0
CS1889,19-Dec-13,67,0
CS1993,12-Jul-11,37,0
CS1375,29-Oct-12,100,0
CS3272,30-May-11,99,0
CS1461,18-Dec-13,40,0
CS2545,3-Sep-11,58,0
CS4668,18-Sep-12,76,0
CS4470,26-Feb-13,52,1
CS3543,2-Jun-12,75,0
CS3610,15-Jun-11,97,0
CS5226,9-Jan-13,83,0
CS2083,26-Jun-12,93,0
CS1703,1-Oct-13,65,1
CS1775,21-Jan-14,59,0
CS5535,1-Apr-12,53,0
CS5913,3-Nov-12,105,0
CS1965,17-Aug-11,35,0
CS4555,19-Oct-13,95,0
CS2891,10-May-14,46,1
CS2182,28-Aug-14,73,1
CS2083,9-Aug-11,80,0
CS1325,15-Sep-12,39,0
CS5880,20-May-12,71,0
CS3228,8-Sep-14,42,1
CS3094,15-Jan-13,105,0
CS4199,4-Feb-13,70,0
CS5524,20-Jul-14,71,1
CS3719,29-Oct-11,101,0
CS3906,26-Jan-13,67,0
CS2932,25-Dec-12,37,0
CS3911,14-Jul-14,65,0
CS6076,6-Mar-12,92,0
CS5772,27-Oct-14,105,0
CS3698,13-Jan-14,62,0
CS3619,10-Mar-13,99,0
CS3673,23-Jul-11,59,0
CS3433,23-Aug-12,48,0
CS5866,27-Aug-12,49,0
CS2223,4-Dec-12,96,0
CS5450,23-Jul-14,95,0
CS1891,21-Nov-11,43,0
CS4783,17-Jan-14,44,0
CS2505,19-Nov-11,81,0
CS3226,15-Jun-14,40,0
CS1163,31-Jan-14,51,0
CS5405,15-Jun-13,49,0
CS3053,13-Aug-14,67,0
CS3096,28-Dec-11,71,0
CS5109,18-Jun-11,65,0
CS3572,26-Apr-12,88,1
CS5667,9-Oct-11,103,0
CS2324,5-Jul-12,57,0
CS2815,4-Feb-13,91,0
CS1925,30-Jul-13,81,0
CS4625,8-Jul-11,60,0
CS3267,9-May-13,43,0
CS3669,14-Jul-11,43,0
CS2608,19-May-13,100,0
CS1999,22-Aug-12,38,0
CS1909,27-Feb-14,66,0
CS1181,5-Aug-11,43,0
CS2518,13-Sep-14,46,0
CS1605,3-Nov-14,85,0
CS5550,31-Jan-13,37,0
CS5873,21-Dec-13,95,1
CS4786,6-Aug-11,100,0
CS1638,27-Jul-12,91,0
CS1368,14-Jan-15,81,0
CS3121,12-Mar-12,45,0
CS1637,15-Jan-13,71,0
CS3827,20-May-11,95,0
CS3967,11-Apr-12,55,0
CS1713,7-Mar-15,95,0
CS4606,6-Feb-12,38,0
CS1363,16-Jul-14,63,0
CS6050,13-Jun-11,73,0
CS5926,19-Jan-15,91,0
CS4704,22-Feb-15,41,0
CS2924,21-Oct-11,70,0
CS2803,24-Oct-12,92,0
CS2137,15-May-14,35,0
CS2316,10-Nov-14,53,0
CS4522,25-Mar-12,90,0
CS2474,20-Nov-14,47,0
CS5780,11-Oct-13,92,1
CS4144,6-Aug-12,98,0
CS3834,22-Sep-13,46,0
CS2695,16-Nov-13,57,0
CS3042,17-Nov-14,92,0
CS1245,7-Mar-14,76,0
CS4251,28-Mar-13,105,0
CS2733,1-Jan-13,88,0
CS2161,28-Dec-13,59,1
CS1757,17-Sep-13,94,1
CS5933,24-Sep-12,94,0
CS1605,23-Nov-11,63,0
CS4334,10-Apr-12,92,0
CS5655,31-Oct-11,53,0
CS3266,7-Nov-13,70,0
CS5723,20-Jun-11,51,0
CS5587,6-Aug-11,37,0
CS4348,27-Jan-15,89,0
CS5628,3-May-12,68,0
CS1783,14-Sep-12,58,0
CS5218,11-Aug-13,86,0
CS1773,28-Nov-12,83,0
CS1945,30-Mar-12,61,1
CS1996,19-Mar-13,97,1
CS6049,30-Apr-12,37,0
CS2447,7-May-12,44,0
CS3782,30-Dec-12,77,1
CS4256,25-Feb-12,87,0
CS1232,15-Jun-11,43,0
CS1440,4-Apr-13,44,0
CS1945,19-Apr-12,57,1
CS2190,12-Dec-13,36,1
CS5897,28-Jun-14,98,0
CS5172,2-Feb-12,49,0
CS2699,6-Mar-14,95,0
CS1407,18-Jul-14,52,1
CS4465,30-Apr-14,80,0
CS4633,10-Feb-15,80,0
CS1204,10-Apr-13,60,0
CS1343,6-Jul-13,45,0
CS5933,27-Apr-14,99,0
CS4039,5-Jan-15,42,0
CS5238,16-Jan-12,40,0
CS4931,11-Aug-14,39,0
CS1394,3-Aug-11,92,0
CS1615,22-Jun-14,104,1
CS3288,17-Aug-14,86,0
CS2979,11-Aug-11,89,0
CS4582,14-Dec-11,48,1
CS5043,6-Apr-12,89,0
CS5189,1-Dec-11,74,1
CS2618,28-Feb-14,91,0
CS3232,18-Apr-12,68,1
CS2886,15-Oct-11,47,0
CS4260,6-Sep-11,75,1
CS2079,14-Aug-13,97,0
CS3467,9-Jan-14,103,0
CS5169,11-Mar-13,105,0
CS1186,22-Feb-13,43,0
CS2822,24-Mar-14,77,0
CS5061,1-Dec-14,67,0
CS1979,11-Oct-13,36,0
CS3526,8-Dec-12,40,0
CS2989,1-Jul-13,95,0
CS4254,30-Sep-12,39,0
CS1405,25-Feb-15,43,0
CS4534,4-Aug-12,45,0
CS3554,6-Jan-12,95,0
CS4647,29-Mar-14,35,0
CS5746,17-Oct-11,63,0
CS5787,1-Dec-14,82,0
CS3400,18-Dec-11,89,0
CS4476,26-Aug-12,77,0
CS3009,21-Nov-14,82,0
CS3668,15-Mar-14,45,0
CS5027,27-Jun-12,103,0
CS3675,10-Jul-14,49,0
CS5303,3-Nov-12,103,0
CS4183,2-Feb-14,56,1
CS5148,28-Nov-13,53,0
CS2327,17-Feb-13,58,0
CS4272,25-Dec-14,53,0
CS5439,3-Aug-11,62,0
CS5510,11-Feb-14,72,0
CS5522,6-Aug-13,67,0
CS1185,2-Jun-13,64,0
CS3421,4-Oct-11,53,0
CS1260,5-Dec-13,77,0
CS3733,23-May-14,92,0
CS3034,13-Jul-14,58,0
CS4826,5-Dec-13,36,0
CS5674,25-Dec-13,38,0
CS4325,27-Mar-13,77,0
CS3613,5-Feb-14,105,0
CS1128,5-Sep-12,49,0
CS2179,10-Jun-14,46,0
CS3182,2-Nov-12,36,0
CS5459,8-Apr-12,80,0
CS4528,31-Mar-13,65,0
CS1185,5-Mar-15,84,0
CS2998,7-Feb-13,53,0
CS1313,3-Mar-12,57,0
CS2743,16-Aug-14,41,0
CS5762,28-Oct-14,54,0
CS3109,7-Oct-14,39,1
CS5640,26-Feb-13,50,0
CS3710,11-Feb-12,47,1
CS6054,23-Aug-14,50,0
CS3448,27-Aug-14,76,0
CS4806,16-Oct-14,46,0
CS1443,2-May-14,89,1
CS2517,20-Jan-14,37,0
CS1248,3-Sep-12,97,0
CS1802,2-Feb-15,35,0
CS4837,17-Nov-12,100,0
CS1530,10-Feb-13,58,0
CS5425,14-Jun-14,49,0
CS3242,28-Mar-12,82,0
CS5321,23-Jun-11,102,0
CS1514,5-Jun-12,83,0
CS5254,9-Aug-14,46,0
CS3471,9-Jul-14,97,0
CS3308,31-Jan-15,101,0
CS3925,28-Jul-12,92,0
CS5147,19-Jan-13,50,0
CS1263,29-Jul-11,66,0
CS3154,22-Oct-12,89,0
CS2149,11-Aug-13,50,0
CS3144,31-May-13,104,0
CS4698,9-Jul-14,56,0
CS2493,15-Mar-15,74,0
CS4530,22-May-13,60,0
CS3157,13-Jan-15,100,0
CS3675,18-Oct-13,44,0
CS5304,17-Feb-12,78,0
CS2831,10-Mar-12,67,0
CS3124,9-Sep-13,44,0
CS4687,13-Oct-14,81,0
CS6022,31-May-11,101,0
CS3186,2-Jul-11,93,0
CS2824,2-Oct-14,48,1
CS4785,14-Sep-14,82,0
CS4910,20-Jun-13,103,0
CS2803,9-Nov-14,98,0
CS4332,20-Aug-11,41,0
CS1435,15-Aug-14,65,0
CS2924,29-Jul-14,76,0
CS1570,14-Mar-12,75,0
CS2638,3-Mar-15,45,0
CS3942,5-Oct-13,74,1
CS1760,10-Oct-14,79,1
CS2368,15-Jul-13,65,0
CS2119,17-Jan-12,48,0
CS1738,9-Feb-15,39,0
CS1542,7-Feb-13,88,0
CS5781,21-Sep-12,62,0
CS3686,4-Oct-13,89,0
CS5817,20-Sep-14,87,0
CS2820,13-Jan-12,57,0
CS2697,20-Apr-13,43,0
CS5883,19-Nov-12,91,0
CS1393,3-Apr-14,93,1
CS3365,25-Jan-14,78,0
CS2457,4-Oct-13,69,1
CS3856,21-Nov-13,81,0
CS1313,30-Nov-11,94,0
CS5711,18-May-13,61,0
CS1241,20-Aug-12,70,0
CS2317,29-Jun-13,39,0
CS5668,28-May-11,72,0
CS1688,26-Jul-13,75,0
CS5686,21-Sep-12,41,0
CS2816,20-Jan-12,44,0
CS2825,8-Mar-13,82,0
CS5170,15-Sep-11,64,0
CS5016,17-Mar-14,44,0
CS1291,26-May-14,96,0
CS3525,4-Jun-13,82,0
CS4354,25-Aug-14,88,1
CS1539,18-Nov-13,81,1
CS3981,30-Oct-11,65,0
CS4251,24-Feb-13,47,0
CS3462,28-Nov-11,63,0
CS4582,21-Sep-13,44,1
CS4899,10-Apr-12,57,0
CS4442,22-Nov-13,44,1
CS3164,11-May-13,100,0
CS4827,26-Dec-14,74,0
CS3139,3-Mar-15,66,0
CS2534,30-Jun-12,41,0
CS4353,12-Feb-12,96,0
CS5443,19-Dec-13,95,0
CS1166,21-Sep-14,104,0
CS5668,6-Oct-13,68,0
CS2656,23-Jun-12,57,0
CS5247,14-Aug-12,51,0
CS5238,7-Aug-12,77,0
CS4306,21-Aug-14,63,0
CS4478,27-Aug-14,65,1
CS2635,7-Nov-11,36,0
CS1391,30-Aug-13,67,0
CS4006,4-Jan-13,42,0
CS4675,14-Dec-12,59,0
CS1533,22-Apr-12,39,0
CS3263,21-Sep-11,100,0
CS3859,3-Nov-13,73,1
CS1235,8-Aug-12,90,1
CS2035,3-Nov-14,60,0
CS1533,1-Feb-15,97,0
CS5442,25-Mar-13,66,0
CS4097,23-Nov-14,41,0
CS2005,17-Dec-14,84,0
CS4680,25-Jul-14,48,0
CS4966,22-Jan-12,82,0
CS2719,9-Nov-13,97,1
CS3246,4-Oct-11,74,0
CS5281,8-Jan-14,59,0
CS5725,25-Oct-11,49,0
CS5150,24-Jun-14,74,0
CS3629,9-Feb-14,69,0
CS1908,26-Jan-12,75,0
CS4874,4-Apr-12,73,0
CS4971,4-Jan-13,67,0
CS4277,19-Feb-12,80,0
CS1468,31-Mar-13,89,0
CS5979,8-Mar-12,70,0
CS1132,5-Feb-12,52,0
CS5476,4-May-12,85,0
CS5270,12-Feb-15,90,0
CS5737,5-Feb-15,69,0
